1.470640989341e-05  1.474408499875e+08
1.568728072922e-05  1.248021158383e+08
1.673357253477e-05  1.045664544626e+08
1.784964868097e-05  8.675268372571e+07
1.904016356174e-05  7.131906752143e+07
2.031008200425e-05  5.816749651185e+07
2.166469997392e-05  4.715160329166e+07
2.310966666023e-05  3.808819798304e+07
2.465100803563e-05  3.077068795537e+07
2.629515198585e-05  2.494652981390e+07
2.804895511613e-05  2.031979184151e+07
2.991973134553e-05  1.664001381159e+07
3.191528240829e-05  1.370371619139e+07
3.404393038955e-05  1.134629362827e+07
3.631455243107e-05  9.434807652161e+06
3.873661775180e-05  7.861852330004e+06
4.132022713752e-05  6.541620101699e+06
4.407615506433e-05  5.423833537875e+06
4.701589463169e-05  4.482968957964e+06
5.015170549227e-05  3.695842280655e+06
5.349666497866e-05  3.041009412651e+06
5.706472264000e-05  2.498947738619e+06
6.087075841604e-05  2.052145098992e+06
6.493064469127e-05  1.685107364544e+06
6.926131248782e-05  1.384346705591e+06
7.388082207323e-05  1.138561377459e+06
7.880843827752e-05  9.381652332845e+05
8.406471083368e-05  7.749460110939e+05
8.967156007667e-05  6.419341778607e+05
9.565236835814e-05  5.332612695481e+05
1.020320775584e-04  4.440161238354e+05
1.088372931018e-04  3.701080530517e+05
1.160963949102e-04  3.083600456651e+05
1.238396557560e-04  2.568578615616e+05
1.320993675095e-04  2.140699859977e+05
1.409099758061e-04  1.786305798154e+05
1.503082236957e-04  1.493360819402e+05
1.603333048728e-04  1.251370305634e+05
1.710270271272e-04  1.051263839313e+05
1.824339866953e-04  8.852623696175e+04
1.946017542407e-04  7.472371237816e+04
2.075810732394e-04  6.327716396380e+04
2.214260715962e-04  5.380701430395e+04
2.361944873749e-04  4.598179495310e+04
2.519479095850e-04  3.951403689499e+04
2.687520350274e-04  3.415529675596e+04
2.866769422709e-04  2.969063890998e+04
3.057973839023e-04  2.593489176272e+04
3.261930982685e-04  2.276230840827e+04
3.479491420109e-04  2.009323800373e+04
3.711562447789e-04  1.785695977867e+04
3.959111876013e-04  1.598990240921e+04
4.223172064941e-04  1.443481631144e+04
4.504844229878e-04  1.313955890687e+04
4.805303033693e-04  1.205547334393e+04
5.125801485535e-04  1.113821497656e+04
5.467676166288e-04  1.036499674347e+04
5.832352802535e-04  9.723349398643e+03
6.221352212292e-04  9.201389080949e+03
6.636296647311e-04  8.787376530803e+03
7.078916558379e-04  8.468993194210e+03
7.551057811860e-04  8.232151012123e+03
8.054689387539e-04  8.059180493380e+03
8.591911589902e-04  7.932371318653e+03
9.164964807071e-04  7.849767829740e+03
9.776238853945e-04  7.813129323920e+03
1.042828293848e-03  7.823785593618e+03
1.112381629272e-03  7.882197184618e+03
1.186573951284e-03  7.987222183642e+03
1.265714665557e-03  8.134950841305e+03
1.350133814139e-03  8.317034443836e+03
1.440183451837e-03  8.526074436065e+03
1.536239114393e-03  8.763617927512e+03
1.638701384591e-03  9.032121203869e+03
1.747997562816e-03  9.333743235104e+03
1.864583449029e-03  9.670021786052e+03
1.988945243604e-03  1.004138576847e+04
2.121601574933e-03  1.044644050539e+04
2.263105662277e-03  1.088122166494e+04
2.414047622863e-03  1.134318188791e+04
2.575056932864e-03  1.183260321279e+04
2.746805052515e-03  1.234963617336e+04
2.930008226315e-03  1.289417868294e+04
3.125430469998e-03  1.346590090552e+04
3.333886756720e-03  1.406432031538e+04
3.556246415758e-03  1.468895170141e+04
3.793436757892e-03  1.533931714798e+04
4.046446942586e-03  1.601345317200e+04
4.316332103100e-03  1.670826272728e+04
4.604217746727e-03  1.742023162774e+04
4.911304448529e-03  1.814573143359e+04
5.238872858105e-03  1.888151260522e+04
5.588289040321e-03  1.962545371976e+04
5.961010172228e-03  2.037764442488e+04
6.358590619958e-03  2.113889113461e+04
6.782688420931e-03  2.190299839822e+04
7.235072198395e-03  2.266114403102e+04
7.717628537151e-03  2.340364500231e+04
8.232369851218e-03  2.412044170276e+04
8.781442776237e-03  2.480184362114e+04
9.367137121629e-03  2.543959197671e+04
9.991895419832e-03  2.602829412729e+04
1.065832311244e-02  2.656728581471e+04
1.136919941573e-02  2.705834769171e+04
1.212748891087e-02  2.749199913912e+04
1.293635390719e-02  2.785555495739e+04
1.379916763001e-02  2.813695298204e+04
1.471952828804e-02  2.832573747069e+04
1.570127407911e-02  2.841421895430e+04
1.674849919666e-02  2.839545364064e+04
1.786557090381e-02  2.826141245073e+04
1.905714774627e-02  2.800754336628e+04
2.032819897996e-02  2.763443943653e+04
2.168402529438e-02  2.714571869341e+04
2.313028091818e-02  2.654365877474e+04
2.467299719913e-02  2.583497855398e+04
2.631860775671e-02  2.503170874829e+04
2.807397531242e-02  2.414833415720e+04
2.994642030946e-02  2.320427612907e+04
3.194375144136e-02  2.222215484729e+04
3.407429821670e-02  2.122418159578e+04
3.634694569585e-02  2.023474222366e+04
3.877117154447e-02  1.927331712075e+04
4.135708555843e-02  1.835717198397e+04
4.411547182486e-02  1.749374428584e+04
4.705783369529e-02  1.668283662749e+04
5.019644175823e-02  1.591203242370e+04
5.354438501148e-02  1.515942689757e+04
5.711562544746e-02  1.439573085723e+04
6.092505627910e-02  1.359100161945e+04
6.498856404937e-02  1.272446027632e+04
6.932309488316e-02  1.179421905659e+04
7.394672515814e-02  1.082397305528e+04
7.887873688889e-02  9.861247927624e+03
8.413969813919e-02  8.964590109028e+03
8.975154879731e-02  8.182427191477e+03
9.573769207242e-02  7.531537314836e+03
1.021230920934e-01  6.985274053385e+03
